"","x"
"SM-D9EQM_S44_E1-50",33
"SM-D9EQM_S45_E1-50",33
"SM-D9EQM_S46_E1-50",33
"SM-D9EQM_S47_E1-50",35
"SM-D9EQM_S48_E1-50",34
"SM-D9EQM_S49_E1-50",33
"SM-D9EQM_S50_E1-50",62
"SM-D9EQM_S51_E1-50",33
"SM-D9EQM_S52_E1-50",36
"SM-D9EQM_S53_E1-50",33
"SM-D9EQM_S54_E1-50",33
"SM-D9EQM_S55_E1-50",33
"SM-D9EQM_S56_E1-50",33
"SM-D9EQM_S57_E1-50",40
"SM-D9EQM_S59_E1-50",38
"SM-D9EQM_S60_E1-50",37
"SM-D9EQM_S61_E1-50",35
"SM-D9EQM_S62_E1-50",46
"SM-D9EQM_S63_E1-50",45
"SM-D9EQM_S64_E1-50",38
"SM-D9EQM_S65_E1-50",37
"SM-D9EQM_S66_E1-50",45
"SM-D9EQM_S67_E1-50",40
"SM-D9EQM_S68_E1-50",40
"SM-D9EQM_S69_E1-50",38
"SM-D9EQM_S70_E1-50",45
"SM-D9EQM_S71_E1-50",38
"SM-D9EQM_S72_E1-50",42
"SM-D9EQM_S73_E1-50",35
"SM-D9EQM_S75_E1-50",45
"SM-D9EQM_S76_E1-50",40
"SM-D9EQM_S77_E1-50",45
"SM-D9EQM_S78_E1-50",45
"SM-D9EQM_S79_E1-50",45
"SM-D9EQM_S80_E1-50",35
"SM-D9EQM_S81_E1-50",33
"SM-D9EQM_S82_E1-50",33
"SM-D9EQM_S83_E1-50",35
"SM-D9EQM_S84_E1-50",30
"SM-D9EQM_S85_E1-50",35
"SM-D9EQM_S86_E1-50",35
"SM-D9EQM_S87_E1-50",33
"SM-D9EQM_S88_E1-50",33
"SM-D9EQM_S89_E1-50",33
"SM-D9EQM_S90_E1-50",33
"SM-D9EQM_S91_E1-50",31
"SM-D9EQM_S92_E1-50",33
"SM-D9EQM_S93_E1-50",37
"SM-D9EQM_S94_E1-50",33
"SM-D9EQM_S95_E1-50",35
"SM-D9EQM_S96_E1-50",32
"SM-D9EQS_S81_E1-50",48
"SM-D9EQS_S82_E1-50",40
"SM-D9EQS_S83_E1-50",48
"SM-D9EQS_S84_E1-50",48
"SM-D9EQS_S85_E1-50",48
"SM-D9EQS_S86_E1-50",41
"SM-D9EQS_S87_E1-50",48
"SM-D9EQS_S88_E1-50",46
"SM-D9EQS_S89_E1-50",41
"SM-D9EQS_S90_E1-50",42
"SM-D9EQS_S91_E1-50",48
"SM-D9EQS_S92_E1-50",40
"SM-D9EQS_S93_E1-50",42
"SM-D9EQS_S94_E1-50",48
"SM-D9EQS_S95_E1-50",48
"SM-D9EQS_S96_E1-50",47
"SM-D9EQT_S33_E1-50",48
"SM-D9EQT_S34_E1-50",48
"SM-D9EQT_S35_E1-50",46
"SM-D9EQT_S36_E1-50",42
"SM-D9EQT_S37_E1-50",48
"SM-D9EQT_S38_E1-50",42
"SM-D9EQT_S39_E1-50",42
"SM-D9EQT_S40_E1-50",41
"SM-D9EQT_S41_E1-50",48
"SM-D9EQT_S42_E1-50",42
"SM-D9EQT_S43_E1-50",41
"SM-D9EQT_S44_E1-50",48
"SM-D9EQT_S45_E1-50",48
"SM-D9EQT_S46_E1-50",48
"SM-D9EQT_S47_E1-50",52
"SM-D9EQT_S48_E1-50",42
"SM-D9EQT_S49_E1-50",35
"SM-D9EQT_S50_E1-50",45
"SM-D9EQT_S51_E1-50",40
"SM-D9EQT_S52_E1-50",45
"SM-D9EQT_S53_E1-50",38
"SM-D9EQT_S54_E1-50",36
"SM-D9EQT_S55_E1-50",35
"SM-D9EQT_S56_E1-50",45
"SM-D9EQT_S57_E1-50",45
"SM-D9EQT_S58_E1-50",36
"SM-D9EQT_S59_E1-50",39
"SM-D9EQT_S60_E1-50",35
"SM-D9EQT_S61_E1-50",38
"SM-D9EQT_S62_E1-50",37
"SM-D9EQT_S63_E1-50",38
"SM-D9EQT_S64_E1-50",37
"SM-D9EQU_S65_E1-50",36
"SM-D9EQU_S66_E1-50",35
"SM-D9EQU_S67_E1-50",35
"SM-D9EQU_S68_E1-50",38
"SM-D9EQU_S69_E1-50",35
"SM-D9EQU_S70_E1-50",35
"SM-D9EQU_S81_E1-50",33
"SM-D9EQU_S82_E1-50",35
"SM-D9EQU_S83_E1-50",38
"SM-D9EQU_S84_E1-50",36
"SM-D9EQU_S85_E1-50",36
"SM-D9EQU_S86_E1-50",38
"SM-D9EQU_S87_E1-50",35
"SM-D9EQU_S88_E1-50",45
"SM-D9EQU_S89_E1-50",36
"SM-D9EQU_S90_E1-50",45
"SM-D9EQU_S91_E1-50",36
"SM-D9EQU_S92_E1-50",45
"SM-D9EQU_S93_E1-50",37
"SM-D9EQU_S94_E1-50",35
"SM-D9EQU_S95_E1-50",36
"SM-D9EQU_S96_E1-50",35
"SM-D9ER5_S01_E1-50",33
"SM-D9ER5_S02_E1-50",30
"SM-D9ER5_S03_E1-50",32
"SM-D9ER5_S04_E1-50",33
"SM-D9ER5_S05_E1-50",33
"SM-D9ER5_S06_E1-50",33
"SM-D9ER5_S07_E1-50",31
"SM-D9ER5_S08_E1-50",33
"SM-D9ER5_S09_E1-50",34
"SM-D9ER5_S10_E1-50",31
"SM-D9ER5_S11_E1-50",33
"SM-D9ER5_S12_E1-50",34
"SM-D9ER5_S13_E1-50",33
"SM-D9ER5_S14_E1-50",33
"SM-D9ER5_S15_E1-50",33
"SM-D9ER5_S16_E1-50",33
"SM-D9ER5_S17_E1-50",33
"SM-D9ER5_S18_E1-50",33
"SM-D9ER5_S19_E1-50",32
"SM-D9ER5_S20_E1-50",33
"SM-D9ER5_S21_E1-50",34
"SM-D9ER5_S22_E1-50",34
"SM-D9ER5_S23_E1-50",33
"SM-D9ER5_S24_E1-50",36
"SM-DAIFA_S33_E1-50",33
"SM-DAIFA_S34_E1-50",31
"SM-DAIFA_S35_E1-50",32
"SM-DAIFA_S36_E1-50",33
"SM-DAIFA_S37_E1-50",33
"SM-DAIFA_S38_E1-50",31
"SM-DAIFA_S39_E1-50",33
"SM-DAIFA_S40_E1-50",30
"SM-DAIFA_S41_E1-50",31
"SM-DAIFA_S42_E1-50",33
"SM-DAIFA_S43_E1-50",31
"SM-DAIFA_S44_E1-50",33
"SM-DAIFA_S45_E1-50",31
"SM-DAIFA_S46_E1-50",32
"SM-DAIFA_S47_E1-50",62
"SM-DAIFA_S48_E1-50",31
"SM-DAIFB_S17_E1-50",36
"SM-DAIFB_S18_E1-50",31
"SM-DAIFB_S19_E1-50",31
"SM-DAIFB_S20_E1-50",31
"SM-DAIFB_S21_E1-50",31
"SM-DAIFB_S22_E1-50",36
"SM-DAIFB_S23_E1-50",31
"SM-DAIFB_S24_E1-50",33
"SM-DAIFB_S25_E1-50",32
"SM-DAIFB_S26_E1-50",32
"SM-DAIFB_S27_E1-50",33
"SM-DAIFB_S28_E1-50",39
"SM-DAIFB_S29_E1-50",48
"SM-DAIFB_S31_E1-50",46
"SM-DAIFB_S33_E1-50",48
"SM-DAIFB_S34_E1-50",46
"SM-DAIFB_S35_E1-50",46
"SM-DAIFB_S36_E1-50",48
"SM-DAIFB_S37_E1-50",48
"SM-DAIFB_S38_E1-50",42
"SM-DAIFB_S39_E1-50",46
"SM-DAIFB_S40_E1-50",50
"SM-DAIFC_S01_E1-50",48
"SM-DAIFC_S02_E1-50",48
"SM-DAIFC_S03_E1-50",51
"SM-DAIFC_S04_E1-50",46
"SM-DAIFC_S05_E1-50",50
"SM-DAIFC_S06_E1-50",48
"SM-DAIFC_S07_E1-50",48
"SM-DAIFC_S08_E1-50",40
"SM-DAIFC_S09_E1-50",48
"SM-DAIFC_S10_E1-50",48
"SM-DAIFC_S11_E1-50",48
"SM-DAIFC_S12_E1-50",52
"SM-DAIFC_S13_E1-50",42
"SM-DAIFC_S14_E1-50",42
"SM-DAIFC_S15_E1-50",48
"SM-DAIFC_S16_E1-50",48
"SM-DAIFC_S17_E1-50",55
"SM-DAIFC_S18_E1-50",41
"SM-DAIFC_S19_E1-50",48
"SM-DAIFC_S20_E1-50",48
"SM-DAIFC_S21_E1-50",48
"SM-DAIFC_S22_E1-50",51
"SM-DAIFC_S23_E1-50",48
"SM-DAIFC_S24_E1-50",48
"SM-DAIFC_S25_E1-50",50
"SM-DAIFC_S26_E1-50",42
"SM-DAIFC_S27_E1-50",48
"SM-DAIFC_S28_E1-50",48
"SM-DAIFC_S29_E1-50",48
"SM-DAIFC_S30_E1-50",54
"SM-DAIFC_S31_E1-50",48
"SM-DAIFC_S32_E1-50",42
"SM-DAIFC_S33_E1-50",48
"SM-DAIFC_S34_E1-50",48
"SM-DAIFC_S35_E1-50",42
"SM-DAIFC_S36_E1-50",42
"SM-DAIFC_S37_E1-50",48
"SM-DAIFC_S38_E1-50",52
"SM-DAIFC_S39_E1-50",40
"SM-DAIFC_S40_E1-50",39
"SM-DAIFC_S41_E1-50",42
"SM-DAIFC_S42_E1-50",42
"SM-DAIFC_S43_E1-50",42
"SM-DAIFC_S44_E1-50",52
"SM-DAIFC_S45_E1-50",40
"SM-DAIFC_S46_E1-50",50
"SM-DAIFC_S47_E1-50",50
"SM-DAIFC_S48_E1-50",48
"SM-DAIFC_S49_E1-50",48
"SM-DAIFC_S50_E1-50",42
"SM-DAIFC_S51_E1-50",46
"SM-DAIFC_S52_E1-50",50
"SM-DAIFC_S53_E1-50",52
"SM-DAIFC_S54_E1-50",42
"SM-DAIFC_S55_E1-50",48
"SM-DAIFC_S56_E1-50",48
"SM-DAIFC_S57_E1-50",48
"SM-DAIFC_S58_E1-50",42
"SM-DAIFC_S59_E1-50",41
"SM-DAIFC_S60_E1-50",48
"SM-DAIFC_S61_E1-50",44
"SM-DAIFC_S62_E1-50",48
"SM-DAIFC_S63_E1-50",48
"SM-DAIFC_S64_E1-50",52
"SM-DAIFC_S65_E1-50",42
"SM-DAIFC_S66_E1-50",48
"SM-DAIFC_S67_E1-50",48
"SM-DAIFC_S68_E1-50",48
"SM-DAIFC_S69_E1-50",49
"SM-DAIFC_S70_E1-50",52
"SM-DAIFC_S71_E1-50",48
"SM-DAIFC_S72_E1-50",40
"SM-DAIFH_S01_E1-50",33
"SM-DAIFH_S02_E1-50",35
"SM-DAIFH_S03_E1-50",36
"SM-DAIFH_S04_E1-50",35
"SM-DAIFH_S05_E1-50",33
"SM-DAIFH_S06_E1-50",38
"SM-DAIFH_S07_E1-50",35
"SM-DAIFH_S08_E1-50",35
"SM-DAIFH_S09_E1-50",36
"SM-DAIFH_S10_E1-50",33
"SM-DAIFH_S11_E1-50",35
"SM-DAIFH_S12_E1-50",35
"SM-DAIFH_S13_E1-50",35
"SM-DAIFH_S14_E1-50",40
"SM-DAIFH_S15_E1-50",37
"SM-DAIFH_S16_E1-50",35
"SM-DAIFH_S17_E1-50",36
"SM-DAIFH_S18_E1-50",35
"SM-DAIFH_S19_E1-50",33
"SM-DAIFH_S20_E1-50",36
"SM-DAIFH_S21_E1-50",36
"SM-DAIFH_S22_E1-50",35
"SM-DAIFH_S23_E1-50",36
"SM-DAIFH_S24_E1-50",35
"SM-DAIFH_S57_E1-50",48
"SM-DAIFH_S58_E1-50",52
"SM-DAIFH_S59_E1-50",48
"SM-DAIFH_S60_E1-50",50
"SM-DAIFH_S61_E1-50",48
"SM-DAIFH_S62_E1-50",42
"SM-DAIFH_S63_E1-50",52
"SM-DAIFH_S65_E1-50",42
"SM-DAIFH_S66_E1-50",48
"SM-DAIFH_S68_E1-50",49
"SM-DAIFH_S69_E1-50",42
"SM-DAIFH_S70_E1-50",48
"SM-DAIFH_S71_E1-50",48
"SM-DAIFH_S72_E1-50",42
"SM-DAIFH_S73_E1-50",50
"SM-DAIFH_S75_E1-50",48
"SM-DAIFH_S76_E1-50",53
"SM-DAIFH_S77_E1-50",54
"SM-DAIFH_S78_E1-50",48
"SM-DAIFH_S79_E1-50",52
"SM-DAIFH_S80_E1-50",50
"SM-DAIFI_S01_E1-50",45
"SM-DAIFI_S02_E1-50",45
"SM-DAIFI_S04_E1-50",35
"SM-DAIFI_S05_E1-50",33
"SM-DAIFI_S06_E1-50",36
"SM-DAIFI_S07_E1-50",35
"SM-DAIFI_S08_E1-50",45
"SM-DAIFI_S09_E1-50",35
"SM-DAIFI_S10_E1-50",35
"SM-DAIFI_S11_E1-50",35
"SM-DAIFI_S12_E1-50",35
"SM-DAIFI_S13_E1-50",36
"SM-DAIFI_S14_E1-50",36
"SM-DAIFI_S15_E1-50",33
"SM-DAIFI_S16_E1-50",35
"SM-DAIFI_S17_E1-50",36
"SM-DAIFI_S18_E1-50",33
"SM-DAIFI_S19_E1-50",35
"SM-DAIFI_S20_E1-50",36
"SM-DAIFI_S21_E1-50",37
"SM-DAIFI_S22_E1-50",35
"SM-DAIFI_S23_E1-50",35
"SM-DAIFI_S24_E1-50",35
"SM-DAIFI_S49_E1-50",42
"SM-DAIFI_S50_E1-50",48
"SM-DAIFI_S51_E1-50",48
"SM-DAIFI_S52_E1-50",50
"SM-DAIFI_S53_E1-50",42
"SM-DAIFI_S54_E1-50",48
"SM-DAIFI_S55_E1-50",48
"SM-DAIFI_S56_E1-50",48
"SM-DAIFI_S65_E1-50",48
"SM-DAIFI_S66_E1-50",48
"SM-DAIFI_S67_E1-50",42
"SM-DAIFI_S68_E1-50",48
"SM-DAIFI_S69_E1-50",48
"SM-DAIFI_S70_E1-50",42
"SM-DAIFI_S71_E1-50",48
"SM-DAIFI_S72_E1-50",42
"SM-DAIFI_S73_E1-50",61
"SM-DAIFI_S74_E1-50",48
"SM-DAIFI_S75_E1-50",48
"SM-DAIFI_S76_E1-50",46
"SM-DAIFI_S77_E1-50",50
"SM-DAIFI_S78_E1-50",46
"SM-DAIFI_S79_E1-50",48
"SM-DAIFI_S80_E1-50",48
"SM-DAIFR_S01_E1-50",32
"SM-DAIFR_S02_E1-50",33
"SM-DAIFR_S03_E1-50",32
"SM-DAIFR_S04_E1-50",33
"SM-DAIFR_S05_E1-50",33
"SM-DAIFR_S06_E1-50",32
"SM-DAIFR_S07_E1-50",33
"SM-DAIFR_S08_E1-50",30
"SM-DAIFR_S09_E1-50",31
"SM-DAIFR_S10_E1-50",33
"SM-DAIFR_S11_E1-50",33
"SM-DAIFR_S12_E1-50",33
"SM-DAIFR_S13_E1-50",36
"SM-DAIFR_S14_E1-50",31
"SM-DAIFR_S15_E1-50",33
"SM-DAIFR_S16_E1-50",31
"SM-DAIFR_S25_E1-50",31
"SM-DAIFR_S26_E1-50",31
"SM-DAIFR_S27_E1-50",32
"SM-DAIFR_S28_E1-50",32
"SM-DAIFR_S29_E1-50",31
"SM-DAIFR_S30_E1-50",33
"SM-DAIFR_S31_E1-50",36
"SM-DAIFR_S32_E1-50",33
"SM-DAIFR_S33_E1-50",40
"SM-DAIFR_S34_E1-50",45
"SM-DAIFR_S37_E1-50",46
"SM-DAIFR_S38_E1-50",39
"SM-DAIFR_S39_E1-50",46
"SM-DAIFR_S40_E1-50",45
"SM-DAIFR_S41_E1-50",38
"SM-DAIFR_S42_E1-50",48
"SM-DAIFR_S43_E1-50",38
"SM-DAIFR_S44_E1-50",38
"SM-DAIFR_S45_E1-50",38
"SM-DAIFR_S47_E1-50",45
"SM-DAIFR_S49_E1-50",46
"SM-DAIFR_S50_E1-50",40
"SM-DAIFR_S51_E1-50",38
"SM-DAIFR_S53_E1-50",41
"SM-DAIFR_S54_E1-50",38
"SM-DAIFS_S01_E1-50",30
"SM-DAIFS_S02_E1-50",33
"SM-DAIFS_S03_E1-50",33
"SM-DAIFS_S04_E1-50",31
"SM-DAIFS_S05_E1-50",33
"SM-DAIFS_S06_E1-50",33
"SM-DAIFS_S07_E1-50",34
"SM-DAIFS_S08_E1-50",34
"SM-DAIFS_S09_E1-50",32
"SM-DAIFS_S10_E1-50",31
"SM-DAIFS_S11_E1-50",35
"SM-DAIFS_S12_E1-50",33
"SM-DAIFS_S13_E1-50",33
"SM-DAIFS_S14_E1-50",33
"SM-DAIFS_S15_E1-50",31
"SM-DAIFS_S16_E1-50",31
"SM-DAIFS_S17_E1-50",31
"SM-DAIFS_S18_E1-50",31
"SM-DAIFS_S19_E1-50",32
"SM-DAIFS_S20_E1-50",33
"SM-DAIFS_S21_E1-50",33
"SM-DAIFS_S22_E1-50",33
"SM-DAIFS_S23_E1-50",33
"SM-DAIFS_S24_E1-50",31
"SM-DAIFS_S33_E1-50",38
"SM-DAIFS_S34_E1-50",45
"SM-DAIFS_S35_E1-50",45
"SM-DAIFS_S36_E1-50",37
"SM-DAIFS_S37_E1-50",34
"SM-DAIFS_S38_E1-50",37
"SM-DAIFS_S39_E1-50",46
"SM-DAIFS_S40_E1-50",38
"SM-DAIFS_S41_E1-50",35
"SM-DAIFS_S42_E1-50",45
"SM-DAIFS_S43_E1-50",45
"SM-DAIFS_S44_E1-50",37
"SM-DAIFS_S45_E1-50",45
"SM-DAIFS_S46_E1-50",40
"SM-DAIFS_S47_E1-50",38
"SM-DAIFS_S48_E1-50",45
"SM-DAIFS_S49_E1-50",46
"SM-DAIFS_S50_E1-50",42
"SM-DAIFS_S51_E1-50",48
"SM-DAIFS_S52_E1-50",48
"SM-DAIFS_S53_E1-50",42
"SM-DAIFS_S54_E1-50",38
"SM-DAIFS_S55_E1-50",46
"SM-DAIFS_S57_E1-50",48
"SM-DAIFS_S58_E1-50",48
"SM-DAIFS_S59_E1-50",48
"SM-DAIFS_S60_E1-50",50
"SM-DAIFS_S61_E1-50",42
"SM-DAIFS_S62_E1-50",48
"SM-DAIFS_S63_E1-50",41
"SM-DAIFS_S64_E1-50",48
"SM-DAIFS_S65_E1-50",48
"SM-DAIFS_S66_E1-50",48
"SM-DAIFS_S67_E1-50",48
"SM-DAIFS_S68_E1-50",42
"SM-DAIFS_S69_E1-50",48
"SM-DAIFS_S70_E1-50",48
"SM-DAIFS_S71_E1-50",48
"SM-DAIFS_S72_E1-50",48
"SM-DAIFT_S01_E1-50",45
"SM-DAIFT_S02_E1-50",45
"SM-DAIFT_S03_E1-50",36
"SM-DAIFT_S04_E1-50",37
"SM-DAIFT_S05_E1-50",37
"SM-DAIFT_S06_E1-50",40
"SM-DAIFT_S08_E1-50",45
"SM-DAIFT_S09_E1-50",38
"SM-DAIFT_S10_E1-50",40
"SM-DAIFT_S11_E1-50",35
"SM-DAIFT_S12_E1-50",46
"SM-DAIFT_S13_E1-50",35
"SM-DAIFT_S14_E1-50",45
"SM-DAIFT_S15_E1-50",45
"SM-DAIFT_S16_E1-50",45
"SM-DAIFT_S17_E1-50",48
"SM-DAIFT_S18_E1-50",46
"SM-DAIFT_S19_E1-50",48
"SM-DAIFT_S20_E1-50",42
"SM-DAIFT_S21_E1-50",48
"SM-DAIFT_S22_E1-50",48
"SM-DAIFT_S23_E1-50",48
"SM-DAIFT_S24_E1-50",48
"SM-DAIFT_S25_E1-50",48
"SM-DAIFT_S26_E1-50",46
"SM-DAIFT_S27_E1-50",48
"SM-DAIFT_S28_E1-50",48
"SM-DAIFT_S29_E1-50",48
"SM-DAIFT_S30_E1-50",49
"SM-DAIFT_S31_E1-50",48
"SM-DAIFT_S32_E1-50",53
"SM-DAIFT_S41_E1-50",48
"SM-DAIFT_S42_E1-50",48
"SM-DAIFT_S43_E1-50",42
"SM-DAIFT_S44_E1-50",48
"SM-DAIFT_S45_E1-50",48
"SM-DAIFT_S46_E1-50",42
"SM-DAIFT_S47_E1-50",46
"SM-DAIFT_S48_E1-50",48
"SM-DAIFU_S01_E1-50",55
"SM-DAIFU_S02_E1-50",52
"SM-DAIFU_S03_E1-50",55
"SM-DAIFU_S04_E1-50",54
"SM-DAIFU_S05_E1-50",55
"SM-DAIFU_S06_E1-50",54
"SM-DAIFU_S07_E1-50",54
"SM-DAIFU_S08_E1-50",56
"SM-DAIFU_S09_E1-50",52
"SM-DAIFU_S10_E1-50",55
"SM-DAIFU_S11_E1-50",55
"SM-DAIFU_S12_E1-50",55
"SM-DAIFU_S13_E1-50",55
"SM-DAIFU_S14_E1-50",55
"SM-DAIFU_S15_E1-50",56
"SM-DAIFU_S16_E1-50",55
"SM-DAIFU_S25_E1-50",54
"SM-DAIFU_S26_E1-50",55
"SM-DAIFU_S27_E1-50",55
"SM-DAIFU_S28_E1-50",54
"SM-DAIFU_S29_E1-50",55
"SM-DAIFU_S30_E1-50",55
"SM-DAIFU_S31_E1-50",54
"SM-DAIFU_S32_E1-50",54
"SM-DAIFU_S33_E1-50",54
"SM-DAIFU_S34_E1-50",54
"SM-DAIFU_S35_E1-50",55
"SM-DAIFU_S36_E1-50",53
"SM-DAIFU_S37_E1-50",52
"SM-DAIFU_S38_E1-50",52
"SM-DAIFU_S39_E1-50",55
"SM-DAIFU_S40_E1-50",54
"SM-DAIFV_S41_E1-50",52
"SM-DAIFV_S42_E1-50",55
"SM-DAIFV_S43_E1-50",55
"SM-DAIFV_S44_E1-50",52
"SM-DAIFV_S45_E1-50",54
"SM-DAIFV_S46_E1-50",55
"SM-DAIFV_S47_E1-50",53
"SM-DAIFV_S48_E1-50",53
"SM-DAIFV_S49_E1-50",53
"SM-DAIFV_S50_E1-50",52
"SM-DAIFV_S51_E1-50",52
"SM-DAIFV_S52_E1-50",52
"SM-DAIFV_S53_E1-50",55
"SM-DAIFV_S54_E1-50",55
"SM-DAIFV_S55_E1-50",52
"SM-DAIFV_S57_E1-50",54
"SM-DAIFV_S58_E1-50",54
"SM-DAIFV_S59_E1-50",55
"SM-DAIFV_S60_E1-50",54
"SM-DAIFV_S61_E1-50",55
"SM-DAIFV_S62_E1-50",55
"SM-DAIFV_S63_E1-50",55
"SM-DAIFV_S64_E1-50",52
"SM-DAIFV_S65_E1-50",53
"SM-DAIFV_S66_E1-50",55
"SM-DAIFV_S67_E1-50",53
"SM-DAIFV_S68_E1-50",55
"SM-DAIFV_S69_E1-50",55
"SM-DAIFV_S70_E1-50",55
"SM-DAIFV_S71_E1-50",54
"SM-DAIFV_S72_E1-50",55
"SM-DAIFW_S33_E1-50",32
"SM-DAIFW_S34_E1-50",33
"SM-DAIFW_S35_E1-50",31
"SM-DAIFW_S36_E1-50",31
"SM-DAIFW_S37_E1-50",34
"SM-DAIFW_S38_E1-50",33
"SM-DAIFW_S39_E1-50",33
"SM-DAIFW_S40_E1-50",33
"SM-DAIFW_S49_E1-50",37
"SM-DAIFW_S50_E1-50",32
"SM-DAIFW_S52_E1-50",31
"SM-DAIFW_S53_E1-50",33
"SM-DAIFW_S54_E1-50",32
"SM-DAIFW_S55_E1-50",33
"SM-DAIFW_S56_E1-50",33
"SM-DAIFW_S57_E1-50",31
"SM-DAIFW_S58_E1-50",34
"SM-DAIFW_S59_E1-50",32
"SM-DAIFW_S60_E1-50",31
"SM-DAIFW_S61_E1-50",31
"SM-DAIFW_S62_E1-50",31
"SM-DAIFW_S63_E1-50",62
"SM-DAIFW_S64_E1-50",30
"SM-DAIFW_S65_E1-50",48
"SM-DAIFW_S66_E1-50",52
"SM-DAIFW_S67_E1-50",55
"SM-DAIFW_S68_E1-50",52
"SM-DAIFW_S69_E1-50",46
"SM-DAIFW_S70_E1-50",42
"SM-DAIFW_S71_E1-50",48
"SM-DAIFW_S72_E1-50",48
"SM-DAIFW_S73_E1-50",48
"SM-DAIFW_S74_E1-50",48
"SM-DAIFW_S75_E1-50",48
"SM-DAIFW_S76_E1-50",48
"SM-DAIFW_S77_E1-50",41
"SM-DAIFW_S78_E1-50",52
"SM-DAIFW_S79_E1-50",48
"SM-DAIFW_S80_E1-50",48
"SM-DAIFW_S81_E1-50",41
"SM-DAIFW_S82_E1-50",48
"SM-DAIFW_S83_E1-50",48
"SM-DAIFW_S84_E1-50",48
"SM-DAIFW_S85_E1-50",48
"SM-DAIFW_S86_E1-50",42
"SM-DAIFW_S87_E1-50",48
"SM-DAIFW_S88_E1-50",48
"SM-DAIG4_S09_E1-50",31
"SM-DAIG4_S10_E1-50",31
"SM-DAIG4_S11_E1-50",31
"SM-DAIG4_S12_E1-50",62
"SM-DAIG4_S13_E1-50",33
"SM-DAIG4_S14_E1-50",31
"SM-DAIG4_S15_E1-50",34
"SM-DAIG4_S16_E1-50",31
"SM-DAIG4_S17_E1-50",35
"SM-DAIG4_S19_E1-50",33
"SM-DAIG4_S20_E1-50",32
"SM-DAIG4_S21_E1-50",34
"SM-DAIG4_S22_E1-50",34
"SM-DAIG4_S23_E1-50",33
"SM-DAIG4_S24_E1-50",32
"SM-DAIG4_S25_E1-50",33
"SM-DAIG4_S26_E1-50",34
"SM-DAIG4_S27_E1-50",34
"SM-DAIG4_S28_E1-50",33
"SM-DAIG4_S29_E1-50",31
"SM-DAIG4_S30_E1-50",33
"SM-DAIG4_S31_E1-50",34
"SM-DAIG4_S32_E1-50",31
"SM-DAIG4_S33_E1-50",53
"SM-DAIG4_S34_E1-50",54
"SM-DAIG4_S35_E1-50",54
"SM-DAIG4_S36_E1-50",55
"SM-DAIG4_S37_E1-50",53
"SM-DAIG4_S38_E1-50",55
"SM-DAIG4_S39_E1-50",54
"SM-DAIG4_S40_E1-50",57
"SM-DAIG4_S41_E1-50",55
"SM-DAIG4_S42_E1-50",52
"SM-DAIG4_S43_E1-50",54
"SM-DAIG4_S44_E1-50",55
"SM-DAIG4_S45_E1-50",54
"SM-DAIG4_S46_E1-50",55
"SM-DAIG4_S47_E1-50",55
"SM-DAIG4_S48_E1-50",54
"SM-DAIG4_S49_E1-50",52
"SM-DAIG4_S50_E1-50",54
"SM-DAIG4_S51_E1-50",54
"SM-DAIG4_S52_E1-50",53
"SM-DAIG4_S53_E1-50",52
"SM-DAIG4_S54_E1-50",52
"SM-DAIG4_S55_E1-50",55
"SM-DAIG4_S56_E1-50",53
"SM-DAIG4_S81_E1-50",53
"SM-DAIG4_S82_E1-50",53
"SM-DAIG4_S83_E1-50",54
"SM-DAIG4_S84_E1-50",54
"SM-DAIG4_S85_E1-50",55
"SM-DAIG4_S86_E1-50",55
"SM-DAIG4_S87_E1-50",55
"SM-DAIG4_S88_E1-50",55
"SM-DAIG4_S89_E1-50",54
"SM-DAIG4_S90_E1-50",54
"SM-DAIG4_S91_E1-50",52
"SM-DAIG4_S92_E1-50",56
"SM-DAIG4_S93_E1-50",55
"SM-DAIG4_S94_E1-50",52
"SM-DAIG4_S95_E1-50",54
"SM-DAIG4_S96_E1-50",54
"SM-DAIG5_S41_E1-50",55
"SM-DAIG5_S42_E1-50",55
"SM-DAIG5_S43_E1-50",55
"SM-DAIG5_S44_E1-50",54
"SM-DAIG5_S45_E1-50",52
"SM-DAIG5_S46_E1-50",55
"SM-DAIG5_S47_E1-50",55
"SM-DAIG5_S48_E1-50",55
"SM-DAIG5_S49_E1-50",55
"SM-DAIG5_S51_E1-50",55
"SM-DAIG5_S52_E1-50",55
"SM-DAIG5_S53_E1-50",55
"SM-DAIG5_S54_E1-50",55
"SM-DAIG5_S55_E1-50",54
"SM-DAIG5_S56_E1-50",53
"SM-DAIG5_S57_E1-50",55
"SM-DAIG5_S58_E1-50",54
"SM-DAIG5_S59_E1-50",55
"SM-DAIG5_S60_E1-50",54
"SM-DAIG5_S61_E1-50",54
"SM-DAIG5_S62_E1-50",55
"SM-DAIG5_S63_E1-50",55
"SM-DAIG5_S64_E1-50",52
"SM-DAIG5_S65_E1-50",54
"SM-DAIG5_S66_E1-50",52
"SM-DAIG5_S67_E1-50",54
"SM-DAIG5_S68_E1-50",53
"SM-DAIG5_S69_E1-50",55
"SM-DAIG5_S70_E1-50",54
"SM-DAIG5_S71_E1-50",54
"SM-DAIG5_S72_E1-50",54
"SM-DAIG6_S01_E1-50",48
"SM-DAIG6_S02_E1-50",48
"SM-DAIG6_S03_E1-50",48
"SM-DAIG6_S04_E1-50",42
"SM-DAIG6_S05_E1-50",42
