"","x"
"SM-DAIGW_S12_E1-50",48
"SM-DAIGW_S13_E1-50",41
"SM-DAIGW_S14_E1-50",48
"SM-DAIGW_S15_E1-50",48
"SM-DAIGW_S16_E1-50",48
"SM-DAIGW_S17_E1-50",52
"SM-DAIGW_S18_E1-50",48
"SM-DAIGW_S19_E1-50",42
"SM-DAIGW_S20_E1-50",42
"SM-DAIGW_S21_E1-50",41
"SM-DAIGW_S22_E1-50",48
"SM-DAIGW_S23_E1-50",48
"SM-DAIGW_S24_E1-50",42
"SM-DAIGW_S25_E1-50",32
"SM-DAIGW_S26_E1-50",33
"SM-DAIGW_S27_E1-50",33
"SM-DAIGW_S28_E1-50",33
"SM-DAIGW_S29_E1-50",33
"SM-DAIGW_S30_E1-50",33
"SM-DAIGW_S31_E1-50",35
"SM-DAIGW_S32_E1-50",33
"SM-DAIGW_S33_E1-50",33
"SM-DAIGW_S34_E1-50",32
"SM-DAIGW_S35_E1-50",33
"SM-DAIGW_S36_E1-50",36
"SM-DAIGW_S37_E1-50",33
"SM-DAIGW_S38_E1-50",36
"SM-DAIGW_S39_E1-50",33
"SM-DAIGW_S40_E1-50",31
"SM-DAIGW_S49_E1-50",36
"SM-DAIGW_S50_E1-50",36
"SM-DAIGW_S51_E1-50",32
"SM-DAIGW_S52_E1-50",35
"SM-DAIGW_S53_E1-50",36
"SM-DAIGW_S54_E1-50",33
"SM-DAIGW_S55_E1-50",33
"SM-DAIGW_S56_E1-50",35
"SM-DAIGX_S01_E1-50",48
"SM-DAIGX_S02_E1-50",48
"SM-DAIGX_S03_E1-50",52
"SM-DAIGX_S04_E1-50",48
"SM-DAIGX_S05_E1-50",48
"SM-DAIGX_S06_E1-50",48
"SM-DAIGX_S07_E1-50",48
"SM-DAIGX_S08_E1-50",48
"SM-DAIGX_S09_E1-50",55
"SM-DAIGX_S10_E1-50",47
"SM-DAIGX_S11_E1-50",48
"SM-DAIGX_S12_E1-50",48
"SM-DAIGX_S13_E1-50",48
"SM-DAIGX_S14_E1-50",48
"SM-DAIGX_S16_E1-50",48
"SM-DAIGX_S17_E1-50",42
"SM-DAIGX_S18_E1-50",48
"SM-DAIGX_S19_E1-50",41
"SM-DAIGX_S20_E1-50",47
"SM-DAIGX_S21_E1-50",48
"SM-DAIGX_S22_E1-50",50
"SM-DAIGX_S23_E1-50",48
"SM-DAIGX_S24_E1-50",52
"SM-DAIGX_S25_E1-50",34
"SM-DAIGX_S26_E1-50",33
"SM-DAIGX_S27_E1-50",33
"SM-DAIGX_S28_E1-50",34
"SM-DAIGX_S29_E1-50",33
"SM-DAIGX_S30_E1-50",33
"SM-DAIGX_S31_E1-50",32
"SM-DAIGX_S32_E1-50",33
"SM-DAIGX_S33_E1-50",32
"SM-DAIGX_S34_E1-50",33
"SM-DAIGX_S35_E1-50",33
"SM-DAIGX_S36_E1-50",34
"SM-DAIGX_S37_E1-50",30
"SM-DAIGX_S38_E1-50",33
"SM-DAIGX_S39_E1-50",31
"SM-DAIGX_S40_E1-50",33
"SM-DAIGX_S41_E1-50",33
"SM-DAIGX_S42_E1-50",34
"SM-DAIGX_S43_E1-50",30
"SM-DAIGX_S44_E1-50",34
"SM-DAIGX_S45_E1-50",35
"SM-DAIGX_S46_E1-50",33
"SM-DAIGX_S47_E1-50",31
"SM-DAIGX_S48_E1-50",33
"SM-DAIGY_S01_E1-50",33
"SM-DAIGY_S02_E1-50",33
"SM-DAIGY_S03_E1-50",35
"SM-DAIGY_S04_E1-50",33
"SM-DAIGY_S05_E1-50",35
"SM-DAIGY_S06_E1-50",33
"SM-DAIGY_S07_E1-50",31
"SM-DAIGY_S08_E1-50",36
"SM-DAIGY_S09_E1-50",31
"SM-DAIGY_S10_E1-50",32
"SM-DAIGY_S11_E1-50",36
"SM-DAIGY_S12_E1-50",34
"SM-DAIGY_S13_E1-50",35
"SM-DAIGY_S14_E1-50",39
"SM-DAIGY_S15_E1-50",33
"SM-DAIGY_S16_E1-50",31
"SM-DAIGY_S17_E1-50",36
"SM-DAIGY_S18_E1-50",33
"SM-DAIGY_S19_E1-50",35
"SM-DAIGY_S20_E1-50",36
"SM-DAIGY_S21_E1-50",36
"SM-DAIGY_S22_E1-50",31
"SM-DAIGY_S23_E1-50",33
"SM-DAIGY_S24_E1-50",31
"SM-DAIH5_S01_E1-50",45
"SM-DAIH5_S02_E1-50",37
"SM-DAIH5_S04_E1-50",35
"SM-DAIH5_S05_E1-50",35
"SM-DAIH5_S06_E1-50",38
"SM-DAIH5_S07_E1-50",40
"SM-DAIH5_S08_E1-50",38
"SM-DAIH5_S17_E1-50",33
"SM-DAIH5_S18_E1-50",36
"SM-DAIH5_S19_E1-50",36
"SM-DAIH5_S41_E1-50",48
"SM-DAIH5_S42_E1-50",48
"SM-DAIH5_S43_E1-50",42
"SM-DAIH5_S44_E1-50",48
"SM-DAIH5_S45_E1-50",48
"SM-DAIH5_S46_E1-50",48
"SM-DAIH5_S47_E1-50",48
"SM-DAIH5_S48_E1-50",42
"SM-DAIH5_S49_E1-50",48
"SM-DAIH5_S50_E1-50",42
"SM-DAIH5_S51_E1-50",48
"SM-DAIH5_S52_E1-50",52
"SM-DAIH5_S53_E1-50",48
"SM-DAIH5_S54_E1-50",42
"SM-DAIH5_S55_E1-50",46
"SM-DAIH5_S56_E1-50",48
"SM-DAIH6_S01_E1-50",48
"SM-DAIH6_S02_E1-50",42
"SM-DAIH6_S03_E1-50",48
"SM-DAIH6_S04_E1-50",48
"SM-DAIH6_S05_E1-50",48
"SM-DAIH6_S06_E1-50",48
"SM-DAIH6_S07_E1-50",48
"SM-DAIH6_S08_E1-50",52
"SM-DAIH6_S09_E1-50",46
"SM-DAIH6_S10_E1-50",48
"SM-DAIH6_S11_E1-50",48
"SM-DAIH6_S12_E1-50",46
"SM-DAIH6_S13_E1-50",48
"SM-DAIH6_S14_E1-50",48
"SM-DAIH6_S15_E1-50",48
"SM-DAIH6_S16_E1-50",48
"SM-DAIH6_S25_E1-50",48
"SM-DAIH6_S26_E1-50",48
"SM-DAIH6_S27_E1-50",42
"SM-DAIH6_S28_E1-50",42
"SM-DAIH6_S29_E1-50",48
"SM-DAIH6_S30_E1-50",42
"SM-DAIH6_S31_E1-50",48
"SM-DAIH6_S32_E1-50",42
"SM-DAIH6_S33_E1-50",55
"SM-DAIH6_S34_E1-50",48
"SM-DAIH6_S35_E1-50",48
"SM-DAIH6_S36_E1-50",48
"SM-DAIH6_S37_E1-50",48
"SM-DAIH6_S38_E1-50",48
"SM-DAIH6_S39_E1-50",50
"SM-DAIH6_S40_E1-50",42
"SM-DAIH6_S41_E1-50",48
"SM-DAIH6_S42_E1-50",48
"SM-DAIH6_S43_E1-50",48
"SM-DAIH6_S44_E1-50",51
"SM-DAIH6_S45_E1-50",48
"SM-DAIH6_S46_E1-50",50
"SM-DAIH6_S47_E1-50",48
"SM-DAIH6_S48_E1-50",48
"SM-DAIH6_S49_E1-50",41
"SM-DAIH6_S50_E1-50",48
"SM-DAIH6_S51_E1-50",42
"SM-DAIH6_S52_E1-50",48
"SM-DAIH6_S53_E1-50",48
"SM-DAIH6_S54_E1-50",48
"SM-DAIH6_S55_E1-50",48
"SM-DAIH6_S56_E1-50",46
"SM-DAIH7_S33_E1-50",25
"SM-DAIH7_S34_E1-50",25
"SM-DAIH7_S35_E1-50",25
"SM-DAIH7_S36_E1-50",26
"SM-DAIH7_S37_E1-50",26
"SM-DAIH7_S38_E1-50",25
"SM-DAIH7_S39_E1-50",26
"SM-DAIH7_S47_E1-50",25
"SM-DAIH7_S49_E1-50",25
"SM-DAIH7_S50_E1-50",25
"SM-DAIHC_S33_E1-50",33
"SM-DAIHC_S34_E1-50",35
"SM-DAIHC_S35_E1-50",36
"SM-DAIHC_S37_E1-50",35
"SM-DAIHC_S38_E1-50",36
"SM-DAIHC_S39_E1-50",34
"SM-DAIHC_S40_E1-50",35
"SM-DAIHC_S41_E1-50",35
"SM-DAIHC_S42_E1-50",36
"SM-DAIHC_S43_E1-50",36
"SM-DAIHC_S44_E1-50",34
"SM-DAIHC_S45_E1-50",35
"SM-DAIHC_S46_E1-50",36
"SM-DAIHC_S48_E1-50",35
"SM-DAIHC_S49_E1-50",37
"SM-DAIHC_S50_E1-50",36
"SM-DAIHC_S51_E1-50",37
"SM-DAIHC_S52_E1-50",33
"SM-DAIHC_S53_E1-50",35
"SM-DAIHC_S54_E1-50",33
"SM-DAIHC_S55_E1-50",35
"SM-DAIHC_S56_E1-50",35
"SM-DAIHC_S57_E1-50",35
"SM-DAIHC_S58_E1-50",62
"SM-DAIHC_S59_E1-50",37
"SM-DAIHC_S60_E1-50",34
"SM-DAIHC_S61_E1-50",34
"SM-DAIHC_S62_E1-50",35
"SM-DAIHC_S63_E1-50",35
"SM-DAIHC_S64_E1-50",34
"SM-DAIHD_S01_E1-50",33
"SM-DAIHD_S02_E1-50",34
"SM-DAIHD_S04_E1-50",36
"SM-DAIHD_S05_E1-50",36
"SM-DAIHD_S06_E1-50",33
"SM-DAIHD_S07_E1-50",33
"SM-DAIHD_S08_E1-50",35
"SM-DAIHD_S09_E1-50",33
"SM-DAIHD_S10_E1-50",33
"SM-DAIHD_S11_E1-50",35
"SM-DAIHD_S12_E1-50",34
"SM-DAIHD_S13_E1-50",33
"SM-DAIHD_S14_E1-50",33
"SM-DAIHD_S15_E1-50",36
"SM-DAIHD_S16_E1-50",33
"SM-DAIHD_S41_E1-50",36
"SM-DAIHD_S42_E1-50",35
"SM-DAIHD_S43_E1-50",33
"SM-DAIHD_S44_E1-50",33
"SM-DAIHD_S45_E1-50",35
"SM-DAIHD_S46_E1-50",35
"SM-DAIHD_S47_E1-50",35
"SM-DAIHD_S48_E1-50",33
"SM-DAIHD_S49_E1-50",36
"SM-DAIHD_S50_E1-50",35
"SM-DAIHD_S51_E1-50",34
"SM-DAIHD_S52_E1-50",33
"SM-DAIHD_S53_E1-50",36
"SM-DAIHD_S54_E1-50",33
"SM-DAIHD_S55_E1-50",35
"SM-DAIHD_S56_E1-50",36
"SM-DAIHD_S57_E1-50",33
"SM-DAIHD_S58_E1-50",35
"SM-DAIHD_S59_E1-50",35
"SM-DAIHD_S60_E1-50",36
"SM-DAIHD_S61_E1-50",33
"SM-DAIHD_S62_E1-50",34
"SM-DAIHD_S63_E1-50",36
"SM-DAIHD_S64_E1-50",35
"SM-DAIHE_S41_E1-50",33
"SM-DAIHE_S42_E1-50",33
"SM-DAIHE_S43_E1-50",36
"SM-DAIHE_S44_E1-50",36
"SM-DAIHE_S45_E1-50",35
"SM-DAIHE_S46_E1-50",35
"SM-DAIHE_S47_E1-50",36
"SM-DAIHE_S48_E1-50",36
"SM-DAIHE_S49_E1-50",33
"SM-DAIHE_S50_E1-50",35
"SM-DAIHE_S51_E1-50",35
"SM-DAIHE_S52_E1-50",37
"SM-DAIHE_S53_E1-50",39
"SM-DAIHE_S54_E1-50",36
"SM-DAIHE_S55_E1-50",36
"SM-DAIHE_S56_E1-50",33
"SM-DAIHG_S41_E1-50",37
"SM-DAIHG_S42_E1-50",34
"SM-DAIHG_S43_E1-50",33
"SM-DAIHG_S44_E1-50",34
"SM-DAIHG_S45_E1-50",34
"SM-DAIHG_S46_E1-50",34
"SM-DAIHG_S47_E1-50",34
"SM-DAIHG_S48_E1-50",37
"SM-DAIHG_S50_E1-50",37
"SM-DAIHG_S51_E1-50",34
"SM-DAIHG_S52_E1-50",35
"SM-DAIHG_S53_E1-50",33
"SM-DAIHG_S54_E1-50",45
"SM-DAIHG_S55_E1-50",33
"SM-DAIHG_S56_E1-50",37
"SM-DAIHG_S57_E1-50",34
"SM-DAIHG_S58_E1-50",33
"SM-DAIHG_S59_E1-50",33
"SM-DAIHG_S60_E1-50",33
"SM-DAIHG_S61_E1-50",35
"SM-DAIHG_S62_E1-50",34
"SM-DAIHG_S63_E1-50",35
"SM-DAIHG_S64_E1-50",33
"SM-DAIHG_S65_E1-50",34
"SM-DAIHG_S66_E1-50",35
"SM-DAIHG_S67_E1-50",20
"SM-DAIHG_S68_E1-50",34
"SM-DAIHG_S69_E1-50",34
"SM-DAIHG_S70_E1-50",45
"SM-DAIHG_S71_E1-50",34
"SM-DAIHG_S72_E1-50",35
"SM-DAIHG_S73_E1-50",35
"SM-DAIHG_S74_E1-50",45
"SM-DAIHG_S75_E1-50",34
"SM-DAIHG_S76_E1-50",45
"SM-DAIHG_S77_E1-50",34
"SM-DAIHG_S78_E1-50",33
"SM-DAIHG_S79_E1-50",44
"SM-DAIHG_S80_E1-50",34
"SM-DAIHG_S81_E1-50",34
"SM-DAIHG_S82_E1-50",33
"SM-DAIHG_S83_E1-50",34
"SM-DAIHG_S84_E1-50",35
"SM-DAIHG_S85_E1-50",34
"SM-DAIHG_S86_E1-50",45
"SM-DAIHG_S87_E1-50",34
"SM-DAIHG_S88_E1-50",33
"SM-DAIHG_S89_E1-50",34
"SM-DAIHG_S90_E1-50",45
"SM-DAIHG_S91_E1-50",37
"SM-DAIHG_S92_E1-50",37
"SM-DAIHG_S93_E1-50",34
"SM-DAIHG_S94_E1-50",34
"SM-DAIHG_S95_E1-50",34
"SM-DAIHG_S96_E1-50",34
"SM-DD43L_S41_E1-50",35
"SM-DD43L_S42_E1-50",37
"SM-DD43L_S43_E1-50",23
"SM-DD43L_S44_E1-50",34
"SM-DD43L_S45_E1-50",34
"SM-DD43L_S46_E1-50",45
"SM-DD43L_S47_E1-50",34
"SM-DD43L_S48_E1-50",34
"SM-DD43L_S49_E1-50",37
"SM-DD43L_S50_E1-50",34
"SM-DD43L_S51_E1-50",34
"SM-DD43L_S53_E1-50",35
"SM-DD43L_S54_E1-50",15
"SM-DD43L_S55_E1-50",34
"SM-DD43L_S56_E1-50",45
"SM-DD43L_S57_E1-50",34
"SM-DD43L_S58_E1-50",34
"SM-DD43L_S59_E1-50",34
"SM-DD43L_S60_E1-50",33
"SM-DD43L_S61_E1-50",34
"SM-DD43L_S62_E1-50",34
"SM-DD43L_S63_E1-50",34
"SM-DD43L_S64_E1-50",34
"SM-DD43M_S25_E1-50",33
"SM-DD43M_S26_E1-50",34
"SM-DD43M_S27_E1-50",45
"SM-DD43M_S28_E1-50",34
"SM-DD43M_S29_E1-50",34
"SM-DD43M_S30_E1-50",35
"SM-DD43M_S31_E1-50",34
"SM-DD43M_S32_E1-50",33
"SM-DD43M_S33_E1-50",23
"SM-DD43M_S34_E1-50",33
"SM-DD43M_S35_E1-50",34
"SM-DD43M_S36_E1-50",34
"SM-DD43M_S37_E1-50",34
"SM-DD43M_S38_E1-50",34
"SM-DD43M_S39_E1-50",34
"SM-DD43M_S40_E1-50",34
"SM-DD43M_S42_E1-50",34
"SM-DD43M_S43_E1-50",34
"SM-DD43M_S44_E1-50",37
"SM-DD43M_S45_E1-50",34
"SM-DD43M_S46_E1-50",33
"SM-DD43M_S47_E1-50",34
"SM-DD43M_S48_E1-50",34
"SM-DD43M_S49_E1-50",33
"SM-DD43M_S50_E1-50",35
"SM-DD43M_S51_E1-50",35
"SM-DD43M_S52_E1-50",34
"SM-DD43M_S53_E1-50",33
"SM-DD43M_S54_E1-50",34
"SM-DD43M_S55_E1-50",34
"SM-DD43M_S56_E1-50",34
"SM-DD43N_S09_E1-50",34
"SM-DD43N_S10_E1-50",35
"SM-DD43N_S12_E1-50",37
"SM-DD43N_S13_E1-50",35
"SM-DD43N_S14_E1-50",33
"SM-DD43N_S15_E1-50",35
"SM-DD43N_S16_E1-50",33
"SM-DD43N_S17_E1-50",35
"SM-DD43N_S18_E1-50",37
"SM-DD43N_S19_E1-50",33
"SM-DD43N_S20_E1-50",33
"SM-DD43N_S21_E1-50",34
"SM-DD43N_S22_E1-50",35
"SM-DD43N_S23_E1-50",44
"SM-DD43N_S24_E1-50",34
"SM-DD43Q_S41_E1-50",34
"SM-DD43Q_S42_E1-50",35
"SM-DD43Q_S43_E1-50",44
"SM-DD43Q_S44_E1-50",34
"SM-DD43Q_S45_E1-50",35
"SM-DD43Q_S46_E1-50",33
"SM-DD43Q_S47_E1-50",34
"SM-DD43Q_S48_E1-50",45
"SM-DD43Q_S49_E1-50",37
"SM-DD43Q_S50_E1-50",34
"SM-DD43Q_S51_E1-50",34
"SM-DD43Q_S52_E1-50",45
"SM-DD43Q_S53_E1-50",34
"SM-DD43Q_S54_E1-50",34
"SM-DD43Q_S55_E1-50",33
"SM-DD43Q_S56_E1-50",34
"SM-DD43Q_S57_E1-50",37
"SM-DD43Q_S58_E1-50",35
"SM-DD43Q_S59_E1-50",34
"SM-DD43Q_S60_E1-50",37
"SM-DD43Q_S61_E1-50",37
"SM-DD43Q_S62_E1-50",35
"SM-DD43Q_S63_E1-50",37
"SM-DD43Q_S64_E1-50",35
"SM-DD43Q_S65_E1-50",45
"SM-DD43Q_S66_E1-50",34
"SM-DD43Q_S67_E1-50",34
"SM-DD43Q_S68_E1-50",34
"SM-DD43Q_S69_E1-50",19
"SM-DD43Q_S70_E1-50",34
"SM-DD43Q_S71_E1-50",34
"SM-DD43Q_S72_E1-50",34
"SM-DD43Q_S73_E1-50",34
"SM-DD43Q_S74_E1-50",37
"SM-DD43Q_S75_E1-50",33
"SM-DD43Q_S76_E1-50",34
"SM-DD43Q_S77_E1-50",37
"SM-DD43Q_S78_E1-50",45
"SM-DD43Q_S79_E1-50",34
"SM-DD43Q_S80_E1-50",34
"SM-DD43Q_S81_E1-50",33
"SM-DD43Q_S82_E1-50",34
"SM-DD43Q_S83_E1-50",34
"SM-DD43Q_S84_E1-50",34
"SM-DD43Q_S85_E1-50",37
"SM-DD43Q_S86_E1-50",34
"SM-DD43Q_S87_E1-50",33
"SM-DD43Q_S88_E1-50",34
"SM-DD43Q_S89_E1-50",34
"SM-DD43Q_S90_E1-50",34
"SM-DD43Q_S91_E1-50",34
"SM-DD43Q_S92_E1-50",33
"SM-DD43Q_S93_E1-50",34
"SM-DD43Q_S94_E1-50",34
"SM-DD43Q_S95_E1-50",33
"SM-DD43Q_S96_E1-50",34
"SM-DD43R_S09_E1-50",19
"SM-DD43R_S10_E1-50",5
"SM-DD43R_S11_E1-50",22
"SM-DD43R_S12_E1-50",18
"SM-DD43R_S13_E1-50",23
"SM-DD43R_S14_E1-50",9
"SM-DD43R_S15_E1-50",13
"SM-DD43R_S16_E1-50",19
"SM-DD43R_S25_E1-50",33
"SM-DD43R_S26_E1-50",33
"SM-DD43R_S27_E1-50",33
"SM-DD43R_S28_E1-50",33
"SM-DD43R_S29_E1-50",62
"SM-DD43R_S30_E1-50",33
"SM-DD43R_S31_E1-50",33
"SM-DD43R_S32_E1-50",33
"SM-DD43R_S33_E1-50",33
"SM-DD43R_S34_E1-50",33
"SM-DD43R_S35_E1-50",33
"SM-DD43R_S36_E1-50",34
"SM-DD43R_S37_E1-50",33
"SM-DD43R_S38_E1-50",33
"SM-DD43R_S39_E1-50",34
"SM-DD43R_S40_E1-50",33
"SM-DD43R_S41_E1-50",33
"SM-DD43R_S42_E1-50",34
"SM-DD43R_S43_E1-50",33
"SM-DD43R_S44_E1-50",33
"SM-DD43R_S45_E1-50",34
"SM-DD43R_S46_E1-50",33
"SM-DD43R_S47_E1-50",33
"SM-DD43R_S48_E1-50",34
"SM-DD43R_S49_E1-50",34
"SM-DD43R_S50_E1-50",35
"SM-DD43R_S51_E1-50",33
"SM-DD43R_S52_E1-50",34
"SM-DD43R_S53_E1-50",33
"SM-DD43R_S54_E1-50",34
"SM-DD43R_S55_E1-50",35
"SM-DD43R_S56_E1-50",34
"SM-DD43R_S57_E1-50",35
"SM-DD43R_S58_E1-50",34
"SM-DD43R_S59_E1-50",34
"SM-DD43R_S60_E1-50",45
"SM-DD43R_S61_E1-50",37
"SM-DD43R_S62_E1-50",33
"SM-DD43R_S63_E1-50",45
"SM-DD43R_S64_E1-50",34
"SM-DD43R_S65_E1-50",34
"SM-DD43R_S66_E1-50",34
"SM-DD43R_S67_E1-50",37
"SM-DD43R_S68_E1-50",45
"SM-DD43R_S69_E1-50",34
"SM-DD43R_S70_E1-50",45
"SM-DD43R_S71_E1-50",45
"SM-DD43S_S01_E1-50",14
"SM-DD43S_S02_E1-50",11
"SM-DD43S_S03_E1-50",21
"SM-DD43S_S04_E1-50",14
"SM-DD43S_S05_E1-50",21
"SM-DD43S_S06_E1-50",11
"SM-DD43S_S07_E1-50",4
"SM-DD43S_S08_E1-50",4
"SM-DD43S_S09_E1-50",12
"SM-DD43S_S10_E1-50",17
"SM-DD43S_S11_E1-50",9
"SM-DD43S_S12_E1-50",11
"SM-DD43S_S13_E1-50",14
"SM-DD43S_S14_E1-50",4
"SM-DD43S_S15_E1-50",4
"SM-DD43S_S16_E1-50",21
"SM-DD43S_S17_E1-50",21
"SM-DD43S_S18_E1-50",12
"SM-DD43S_S19_E1-50",13
"SM-DD43S_S20_E1-50",21
"SM-DD43S_S21_E1-50",4
"SM-DD43S_S22_E1-50",27
"SM-DD43S_S23_E1-50",4
"SM-DD43S_S24_E1-50",8
"SM-DD43S_S33_E1-50",16
"SM-DD43S_S34_E1-50",3
"SM-DD43S_S35_E1-50",12
"SM-DD43S_S36_E1-50",2
"SM-DD43S_S37_E1-50",12
"SM-DD43S_S38_E1-50",15
"SM-DD43S_S39_E1-50",2
"SM-DD43S_S40_E1-50",2
"SM-DD43S_S41_E1-50",1
"SM-DD43S_S42_E1-50",3
"SM-DD43S_S43_E1-50",4
"SM-DD43S_S44_E1-50",9
"SM-DD43S_S45_E1-50",2
"SM-DD43S_S46_E1-50",4
"SM-DD43S_S47_E1-50",4
"SM-DD43S_S48_E1-50",59
"SM-DD43S_S49_E1-50",33
"SM-DD43S_S50_E1-50",36
"SM-DD43S_S51_E1-50",33
"SM-DD43S_S52_E1-50",33
"SM-DD43S_S53_E1-50",33
"SM-DD43S_S54_E1-50",36
"SM-DD43S_S55_E1-50",35
"SM-DD43S_S56_E1-50",36
"SM-DD43S_S57_E1-50",33
"SM-DD43S_S58_E1-50",33
"SM-DD43S_S59_E1-50",36
"SM-DD43S_S60_E1-50",33
"SM-DD43S_S61_E1-50",36
"SM-DD43S_S62_E1-50",33
"SM-DD43S_S63_E1-50",33
"SM-DD43S_S64_E1-50",36
"SM-DD43S_S65_E1-50",36
"SM-DD43S_S66_E1-50",33
"SM-DD43S_S67_E1-50",35
"SM-DD43S_S68_E1-50",33
"SM-DD43S_S69_E1-50",36
"SM-DD43S_S70_E1-50",33
"SM-DD43S_S71_E1-50",36
"SM-DD43S_S72_E1-50",33
"SM-DD43V_S01_E1-50",3
"SM-DD43V_S02_E1-50",1
"SM-DD43V_S03_E1-50",2
"SM-DD43V_S04_E1-50",3
"SM-DD43V_S05_E1-50",3
"SM-DD43V_S06_E1-50",2
"SM-DD43V_S07_E1-50",4
"SM-DD43V_S08_E1-50",7
"SM-DD43V_S09_E1-50",21
"SM-DD43V_S10_E1-50",2
"SM-DD43V_S11_E1-50",3
"SM-DD43V_S12_E1-50",12
"SM-DD43V_S13_E1-50",4
"SM-DD43V_S15_E1-50",17
"SM-DD43V_S16_E1-50",3
"SM-DD442_S01_E1-50",15
"SM-DD442_S02_E1-50",9
"SM-DD442_S03_E1-50",17
"SM-DD442_S04_E1-50",12
"SM-DD442_S05_E1-50",10
"SM-DD442_S06_E1-50",4
"SM-DD442_S07_E1-50",4
"SM-DD442_S08_E1-50",1
"SM-DD442_S17_E1-50",14
"SM-DD442_S18_E1-50",27
"SM-DD442_S19_E1-50",25
"SM-DD442_S20_E1-50",12
"SM-DD442_S21_E1-50",4
"SM-DD442_S22_E1-50",8
"SM-DD442_S23_E1-50",7
"SM-DD442_S24_E1-50",15
"SM-DD442_S25_E1-50",9
"SM-DD442_S26_E1-50",3
"SM-DD442_S27_E1-50",3
"SM-DD442_S28_E1-50",4
"SM-DD442_S29_E1-50",3
"SM-DD442_S30_E1-50",3
"SM-DD442_S31_E1-50",3
"SM-DD442_S32_E1-50",3
"SM-DD442_S33_E1-50",18
"SM-DD442_S34_E1-50",21
"SM-DD442_S36_E1-50",19
"SM-DD442_S37_E1-50",23
"SM-DD442_S38_E1-50",4
"SM-DD442_S39_E1-50",22
"SM-DD442_S40_E1-50",16
"SM-DD442_S41_E1-50",6
"SM-DD442_S42_E1-50",19
"SM-DD442_S43_E1-50",19
"SM-DD442_S44_E1-50",23
"SM-DD442_S45_E1-50",4
"SM-DD442_S46_E1-50",19
"SM-DD442_S47_E1-50",19
"SM-DD442_S48_E1-50",19
"SM-DD442_S49_E1-50",26
"SM-DD442_S50_E1-50",19
"SM-DD442_S51_E1-50",23
"SM-DD442_S52_E1-50",25
"SM-DD442_S53_E1-50",21
"SM-DD442_S54_E1-50",23
"SM-DD442_S55_E1-50",28
"SM-DD442_S56_E1-50",22
"SM-DD443_S41_E1-50",33
"SM-DD443_S42_E1-50",33
"SM-DD443_S43_E1-50",33
"SM-DD443_S44_E1-50",33
"SM-DD443_S45_E1-50",33
"SM-DD443_S46_E1-50",33
"SM-DD443_S47_E1-50",33
"SM-DD443_S48_E1-50",33
"SM-DD443_S49_E1-50",33
"SM-DD443_S50_E1-50",33
"SM-DD443_S51_E1-50",33
"SM-DD443_S52_E1-50",33
"SM-DD443_S53_E1-50",33
"SM-DD443_S54_E1-50",36
"SM-DD443_S55_E1-50",33
"SM-DD443_S56_E1-50",34
"SM-DD443_S57_E1-50",33
"SM-DD443_S58_E1-50",33
"SM-DD443_S59_E1-50",33
"SM-DD443_S60_E1-50",35
"SM-DD443_S61_E1-50",33
"SM-DD443_S62_E1-50",36
"SM-DD443_S63_E1-50",33
"SM-DD444_S49_E1-50",33
"SM-DD444_S50_E1-50",36
"SM-DD444_S51_E1-50",36
"SM-DD444_S52_E1-50",34
"SM-DD444_S53_E1-50",33
"SM-DD444_S54_E1-50",33
"SM-DD444_S55_E1-50",36
"SM-DD444_S56_E1-50",33
"SM-DD444_S57_E1-50",34
"SM-DD444_S58_E1-50",35
"SM-DD444_S59_E1-50",33
"SM-DD444_S60_E1-50",36
"SM-DD444_S61_E1-50",36
"SM-DD444_S62_E1-50",33
"SM-DD444_S63_E1-50",33
"SM-DD444_S64_E1-50",34
"SM-DD444_S65_E1-50",33
"SM-DD444_S66_E1-50",33
"SM-DD444_S67_E1-50",33
"SM-DD444_S68_E1-50",33
"SM-DD444_S69_E1-50",34
"SM-DD444_S70_E1-50",33
"SM-DD444_S71_E1-50",33
"SM-DD444_S72_E1-50",62
"SM-DD449_S01_E1-50",58
"SM-DD449_S02_E1-50",4
"SM-DD449_S03_E1-50",2
"SM-DD449_S04_E1-50",4
"SM-DD449_S05_E1-50",4
"SM-DD449_S06_E1-50",3
"SM-DD449_S07_E1-50",3
"SM-DD449_S08_E1-50",2
"SM-DD449_S09_E1-50",12
"SM-DD449_S10_E1-50",14
"SM-DD449_S11_E1-50",15
"SM-DD449_S12_E1-50",25
"SM-DD449_S13_E1-50",7
"SM-DD449_S14_E1-50",3
"SM-DD449_S15_E1-50",12
"SM-DD449_S16_E1-50",12
"SM-DD449_S17_E1-50",7
"SM-DD449_S18_E1-50",4
"SM-DD449_S19_E1-50",29
"SM-DD449_S20_E1-50",25
"SM-DD449_S21_E1-50",4
"SM-DD449_S22_E1-50",4
"SM-DD449_S23_E1-50",14
"SM-DD449_S24_E1-50",1
"SM-DD449_S49_E1-50",19
"SM-DD449_S50_E1-50",29
"SM-DD449_S51_E1-50",22
"SM-DD449_S52_E1-50",6
"SM-DD449_S53_E1-50",22
"SM-DD449_S54_E1-50",14
"SM-DD449_S55_E1-50",24
"SM-DD449_S56_E1-50",19
"SM-DD449_S65_E1-50",19
"SM-DD449_S66_E1-50",23
"SM-DD449_S67_E1-50",19
"SM-DD449_S68_E1-50",6
"SM-DD449_S69_E1-50",24
"SM-DD449_S70_E1-50",22
